BORD,QI478,QI478A,QI478E1,QI478E2,QI478E3,QI478E4,QI478E5,QI478E6,QI478E7,QI478E8,QI478E9,QI478E10,QI478F1,QI478F2_A,QI478F2_B,QI478F2_C,QI478F2_D,QI478F2_E,QI478F3,QI478F4,QI478F5,QI478F6,QI478G1,QI478G2_A,QI478G2_B,QI478G2_C,QI478G3,QI478G4,QI478H1,QI478H2,QI478H3,QI478H4,QI478H5,QI478H6,QI478H7,QI478H8_A,QI478H8_B,QI478H9,QI478H10,QI478H11,QI478H12,QI478I1,QI478I2,QI478I3,QI478I4_A,QI478I4_B,QI478I5,QI478I6,QI478I7,QI478I8,QI478J1,QI478J2,QI478J3,QI478J4_A,QI478J4_B,QI478J5,QI478J6,QI478J7,QI478J8,CASEID,BIDX,ID1
4,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , ,      005106601  2,1,2023
1,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,2,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      005106901  2,1,2023
1,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , ,      005301501  4,2,2023
2,16,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      005301501  4,1,2023
2,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,2, , , , , , , , , ,      005301701  2,1,2023
2,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,3,2,2, , , , , , , , , , , , , , , , , , ,      005305901  2,1,2023
1,21,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      005306001  5,1,2023
4,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      005306201  2,1,2023
4,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      005306301  2,1,2023
1,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      005311201  2,2,2023
2,11,0,4,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      005311201  2,1,2023
4,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      005311401  2,1,2023
7,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,      005311501  1,1,2023
1,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      005701801  2,1,2023
1,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      005702101  2,2,2023
2,19,0, , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      005702101  2,1,2023
2,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , ,      005704401  1,1,2023
2,10,0,3,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      005712301  2,1,2023
3,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,2, , , , , , , , , ,      005712601  2,1,2023
2,66,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,1,2,1,      005712801  2,2,2023
3,18,0, , , , , , , , , , ,5,2,2,2,2,2,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      005712801  2,1,2023
3,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,1,2,2,1, , , , , , , , , ,      005712901  2,1,2023
1,18,0, , , , , , , , , , ,5,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      006102001  2,1,2023
2,63,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,2,2,2,2,2,      006103101  2,2,2023
3,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , , , , ,      006103101  2,1,2023
1,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,1,2,1,3,2,2, , , , , , , , , , , , , , , , , , ,      006107201  8,1,2023
2,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,3,2,1, , , , , , , , , ,      006108201  4,1,2023
1,10,0,2,1,1,1,1,1,2,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      006111801  3,1,2023
2,44,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,1,2, , , , , , , , , ,      006112202  2,1,2023
2,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,1,1,1,2, , , , , , , , , ,      006600101  4,2,2023
3,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,1,2, , , , , , , , , ,      006600101  4,1,2023
4,20,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      006601001  2,1,2023
3,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,2,2,1, , , , , , , , , ,      006605201  1,1,2023
3,38,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,2,2, , , , , , , , , ,      006608801  2,1,2023
1,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,      006704701  4,1,2023
1,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      006705001  2,1,2023
1,68,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,1,2,8,      006705502  2,2,2023
2,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,2,8, , , , , , , , , ,      006705502  2,1,2023
2,22,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      006709901  2,1,2023
3,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,2,2,1, , , , , , , , , ,      006710201  2,1,2023
3,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,2,3,1,2, , , , , , , , , , , , , , , , , , ,      006800901  1,1,2023
3,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      006804601  2,1,2023
1,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,2,2,      006804701  4,2,2023
2,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,1,3,1,2, , , , , , , , , ,      006804701  4,1,2023
8,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,3,2,2, , , , , , , , , , , , , , , , , , ,      006808801  2,1,2023
1,11,0,3,1,1,1,2,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      006809101  2,1,2023
3,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,2,1,1,2,      006809301  9,1,2023
1,22,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      006812601  4,1,2023
1,13,0, , , , , , , , , , ,6,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      006900101  3,1,2023
1,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,2,2,1, , , , , , , , , ,      006900101  5,1,2023
4,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,1,1,3,2,2, , , , , , , , , , , , , , , , , , ,      006900401  2,1,2023
2,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,      006904201  2,1,2023
1,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,2,2,2,2,8, , , , , , , , , ,      006907001  2,1,2023
2,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,2,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , ,      006909001  3,1,2023
4,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,1,1,2,1,      007207201  2,1,2023
1,23,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      007211901  2,1,2023
2,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      007213101  2,1,2023
3,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,2,2,1, , , , , , , , , ,      007300401  1,1,2023
3,19,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      007305901  3,1,2023
1,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,1,1,1,1,3,1,4, , , , , , , , , , , , , , , , , , ,      007309501  1,1,2023
1,62,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      007309801  5,3,2023
2,38,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,1,2, , , , , , , , , ,      007309801  5,2,2023
1,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,3,2,1, , , , , , , , , ,      007312601  3,1,2023
3,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2,1,1,1,3,2,2, , , , , , , , , ,      007313001  2,1,2023
1,9,0,5,1,1,1,1,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      007600401  4,1,2023
1,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,1,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      007600601  3,1,2023
1,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,1, , , , , , , , , ,      007600601  4,1,2023
1,9,0,3,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      007603901  3,1,2023
3,11,0,5,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      007606501  2,1,2023
1,20,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      007609401  4,1,2023
3,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      007609501  2,1,2023
2,12,0,4,2,2,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      008704901  6,1,2023
1,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,1,3,1,1, , , , , , , , , ,      008704901  9,1,2023
1,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,2,2,2,1, , , , , , , , , ,      008708101  5,1,2023
3,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,1,      008713002  1,1,2023
4,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      008716401  2,1,2023
3,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,1,3,2,1, , , , , , , , , ,      008802201  3,1,2023
2,21,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      008804501  1,1,2023
1,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      008805301  2,3,2023
2,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,2,2,2, , , , , , , , , ,      008805301  2,2,2023
3,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,2,1,1,3,1,2, , , , , , , , , , , , , , , , , , ,      008805301  2,1,2023
1,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,1,2,8, , , , , , , , , ,      008806801  2,1,2023
3,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,1,1,1,3,2,2, , , , , , , , , , , , , , , , , , ,      008807601  2,1,2023
1,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,1,2,1,3,2,2, , , , , , , , , , , , , , , , , , ,      008808301  1,1,2023
2,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,2,2,2,8, , , , , , , , , , , , , , , , , , ,      008810401  2,1,2023
2,16,0, , , , , , , , , , ,4,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      009100501  3,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,1,2,1,2,      009102801  2,1,2023
2,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,1,1,2,3,2,1, , , , , , , , , ,      009102901  2,1,2023
1,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      009103101  5,1,2023
2,45,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,2, , , , , , , , , ,      009105001  2,1,2023
2,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , ,      009105201  2,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2,1,      009605501  2,1,2023
1,51,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1, , , , , , , , , ,      009605601  3,1,2023
2,18,0, , , , , , , , , , ,6,1,2,2,2,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      009606301  2,1,2023
2,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,1,2, , , , , , , , , ,      009611801  2,1,2023
1,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,1,2,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , ,      009612001  2,1,2023
1,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , ,      009612201  2,1,2023
4,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,3,1,2, , , , , , , , , ,      009616201  2,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,2,      010300601  1,1,2023
1,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,2,1,2,2, , , , , , , , , ,      010308901  8,1,2023
1,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,      010310701  3,1,2023
3,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,2,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,      010310801  1,1,2023
2,63,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,2,2,1,      010404901  2,1,2023
6,11,0,4,1,1,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      010405101  2,1,2023
1,15,0, , , , , , , , , , ,6,2,2,2,2,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      010405501  9,1,2023
2,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,2,1,      010405601  2,1,2023
2,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,2,2,1, , , , , , , , , ,      010413501  1,1,2023
2,18,0, , , , , , , , , , ,6,2,2,2,2,1,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      010413601  2,2,2023
1,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,8,1,1,1,1,2,3,2,1, , , , , , , , , , , , , , , , , , ,      010600601  1,1,2023
1,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      010605901  3,1,2023
1,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,3,2,1, , , , , , , , , ,      010606101  1,1,2023
9,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,1,1,      011000801  2,1,2023
4,70,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      011001501  2,2,2023
5,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,1,2,1, , , , , , , , , ,      011001501  2,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,2,      011002001  2,1,2023
3,15,0, , , , , , , , , , ,3,1,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      011002402  2,2,2023
3,13,0, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      011005801  2,1,2023
4,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,2,1,1,2,2,1,1,1, , , , , , , , , , , , , , , , , , ,      011006501  2,1,2023
2,16,0, , , , , , , , , , ,5,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      011009301  1,1,2023
3,11,0,2,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      011011601  2,1,2023
1,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,3,2,2, , , , , , , , , , , , , , , , , , ,      011012101  1,1,2023
5,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      011200901  2,1,2023
4,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,3,1,1, , , , , , , , , ,      011201001  2,1,2023
1,15,0, , , , , , , , , , ,4,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      011205001  4,1,2023
3,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1, , , , , , , , , ,      011205101  2,1,2023
2,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      011205201  2,1,2023
2,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      011205301  2,1,2023
1,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,1,2,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , ,      011600801  2,1,2023
1,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,2,1, , , , , , , , , ,      011602501  1,1,2023
2,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      011604501  2,1,2023
1,12,0,4,2,2,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      011604801  1,1,2023
1,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,3,1,1, , , , , , , , , ,      011700701  2,2,2023
2,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,2,1,1,1,3,2,1, , , , , , , , , ,      011702801  2,2,2023
1,51,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      011703901  1,1,2023
2,51,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,2, , , , , , , , , ,      011704901  1,1,2023
2,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,2,      011707201  1,1,2023
2,17,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      011712101  4,1,2023
3,20,0, , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      012600802  1,1,2023
4,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,2,2,      012602701  1,1,2023
4,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,1,2, , , , , , , , , ,      012605001  1,1,2023
4,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,1,2,1, , , , , , , , , ,      012605401  2,1,2023
3,19,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      012609401  2,1,2023
2,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      012611101  2,2,2023
3,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,3,2,2, , , , , , , , , ,      012611101  2,1,2023
3,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      012611601  2,1,2023
3,18,0, , , , , , , , , , ,6,2,2,2,2,1,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      013100801  2,1,2023
2,67,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,1,2,1,      013108801  2,2,2023
3,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      013108801  2,1,2023
3,10,0,3,2,1,1,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      013112801  1,1,2023
2,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,2,1,1, , , , , , , , , ,      013113501  2,1,2023
1,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      013113901  2,1,2023
2,9,0,2,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      013116801  2,1,2023
3,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,1,1,      013600601  1,2,2023
4,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      013600601  1,1,2023
4,45,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      013601201  2,1,2023
1,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,2,2,2,1,1,2,2,1,2,2, , , , , , , , , , , , , , , , , , ,      013602201  2,1,2023
